EXOD 5:1	Bricks Without Straw	
EXOD 5:22	God Promises Deliverance	
EXOD 6:13	Family Record of Moses and Aaron	
EXOD 6:28	Aaron to Speak for Moses	
EXOD 7:8	Aaron's Staff Becomes a Snake	
EXOD 7:14	The Plague of Blood	
EXOD 7:25	The Plague of Frogs	
EXOD 8:16	The Plague of Gnats	
EXOD 8:20	The Plague of Flies	
EXOD 9:1	The Plague on Livestock	
EXOD 9:8	The Plague of Boils	
EXOD 9:13	The Plague of Hail	
EXOD 10:1	The Plague of Locusts	
EXOD 10:21	The Plague of Darkness	
EXOD 11:1	The Plague on the Firstborn	
EXOD 12:1	The Passover	
EXOD 12:31	The Exodus	
EXOD 12:43	Passover Restrictions	
EXOD 13:1	Consecration of the Firstborn	
EXOD 13:17	Crossing the Sea	
EXOD 15:1	The Song of Moses and Miriam	
EXOD 15:22	The Waters of Marah and Elim	
EXOD 16:1	Manna and Quail	
EXOD 17:1	Water From the Rock	
EXOD 17:8	The Amalekites Defeated	
EXOD 18:1	Jethro Visits Moses	
EXOD 19:1	At Mount Sinai	
EXOD 20:1	The Ten Commandments	
EXOD 20:22	Idols and Altars	
#EXOD 21:2	Hebrew Servants	
EXOD 21:12	Personal Injuries	
EXOD 22:1	Protection of Property	
EXOD 22:16	Social Responsibility	
EXOD 23:1	Laws of Justice and Mercy	
EXOD 23:10	Sabbath Laws	
EXOD 23:14	The Three Annual Festivals	
EXOD 23:20	God's Angel to Prepare the Way	
EXOD 24:1	The Covenant Confirmed	
EXOD 25:1	Offerings for the Tabernacle	
EXOD 25:10	The Ark	
EXOD 25:23	The Table	
EXOD 25:31	The Lampstand	
EXOD 26:1	The Tabernacle	
EXOD 27:1	The Altar of Burnt Offering	
EXOD 27:9	The Courtyard	
EXOD 27:20	Oil for the Lampstand	
EXOD 28:1	The Priestly Garments	
EXOD 28:6	The Ephod	
EXOD 28:15	The Breastpiece	
EXOD 28:31	Other Priestly Garments	
EXOD 29:1	Consecration of the Priests	
EXOD 30:1	The Altar of Incense	
EXOD 30:11	Atonement Money	
EXOD 30:17	Basin for Washing	
EXOD 30:22	Anointing Oil	
EXOD 30:34	Incense	
EXOD 31:1	Bezalel and Oholiab	
EXOD 31:12	The Sabbath	
EXOD 32:1	The Golden Calf	
EXOD 33:7	The Tent of Meeting	
EXOD 33:12	Moses and the Glory of the LORD	
EXOD 34:1	The New Stone Tablets	
EXOD 34:29	The Radiant Face of Moses	
EXOD 35:1	Sabbath Regulations	
EXOD 35:4	Materials for the Tabernacle	
EXOD 35:30	Bezalel and Oholiab	
EXOD 36:8	The Tabernacle	
EXOD 37:1	The Ark	
EXOD 37:10	The Table	
EXOD 37:17	The Lampstand	
EXOD 37:25	The Altar of Incense	
EXOD 38:1	The Altar of Burnt Offering	
EXOD 38:8	Basin for Washing	
EXOD 38:9	The Courtyard	
EXOD 38:21	The Materials Used	
EXOD 39:1	The Priestly Garments	
#EXOD 39:2	The Ephod	
EXOD 39:8	The Breastpiece	
EXOD 39:22	Other Priestly Garments	
EXOD 39:32	Moses Inspects the Tabernacle	
EXOD 40:1	Setting Up the Tabernacle	
EXOD 40:34	The Glory of the Lord	
LEV 1:1	The Burnt Offering	
LEV 2:1	The Grain Offering	
LEV 3:1	The Fellowship Offering	
LEV 4:1	The Sin Offering	
LEV 5:14	The Guilt Offering	
LEV 6:8	The Burnt Offering	
LEV 6:14	The Grain Offering	
LEV 6:24	The Sin Offering	
LEV 7:1	The Guilt Offering	
LEV 7:11	The Fellowship Offering	
LEV 7:22	Eating Fat and Blood Forbidden	
LEV 7:28	The Priests' Share	
LEV 8:1	The Ordination of Aaron and His Sons	
LEV 9:1	The Priests Begin Their Ministry	
LEV 10:1	The Death of Nadab and Abihu	
LEV 11:1	Clean and Unclean Food	
LEV 12:1	Purification After Childbirth	
LEV 13:1	Regulations About Infectious Skin Diseases	
LEV 13:47	Regulations About Mildew	
LEV 14:1	Cleansing From Infectious Skin Diseases	
LEV 14:33	Cleansing From Mildew	
LEV 15:1	Discharges Causing Uncleanness	
LEV 16:1	The Day of Atonement	
LEV 17:1	Eating Blood Forbidden	
LEV 18:1	Unlawful Sexual Relations	
LEV 19:1	Various Laws	
LEV 20:1	Punishments for Sin	
LEV 21:1	Rules for Priests	
LEV 22:17	Unacceptable Sacrifices	
LEV 23:3	The Sabbath	
LEV 23:4	The Passover and Unleavened Bread	
LEV 23:9	Firstfruits	
LEV 23:15	Feast of Weeks	
LEV 23:23	Feast of Trumpets	
LEV 23:26	Day of Atonement	
LEV 23:33	Feast of Tabernacles	
LEV 24:1	Oil and Bread Set Before the LORD	
LEV 24:10
LEV 25:1	The Sabbath Year	
LEV 25:8	The Year of Jubilee	
LEV 26:1	Reward for Obedience	
LEV 26:14	Punishment for Disobedience	
LEV 27:1	Redeeming What Is the LORD's	
NUM 1:1	The Census	
NUM 2:1	The Arrangement of the Tribal Camps	
NUM 3:1	The Levites	
NUM 4:1	The Kohathites	
NUM 4:21	The Gershonites	
NUM 4:29	The Merarites	
NUM 4:34	The Numbering of the Levite Clans	
NUM 5:1	The Purity of the Camp	
NUM 5:5	Restitution for Wrongs	
NUM 5:11	The Test for an Unfaithful Wife	
NUM 6:1	The Nazirite	
NUM 6:22	The Priestly Blessing	
NUM 7:1	Offerings at the Dedication of the Tabernacle	
NUM 8:1	Setting Up the Lamps	
NUM 8:5	The Setting Apart of the Levites	
NUM 9:1	The Passover	
NUM 9:15	The Cloud Above the Tabernacle	
NUM 10:1	The Silver Trumpets	
NUM 10:11	The Israelites Leave Sinai	
NUM 11:1	Fire From the LORD	
NUM 12:1	Miriam and Aaron Oppose Moses	
NUM 13:1	Exploring Canaan	
NUM 13:26	Report on the Exploration	
NUM 14:1	The People Rebel	
NUM 15:1	Supplementary Offerings	
NUM 15:22	Offerings for Unintentional Sins	
NUM 15:32	The Sabbath	
NUM 15:37	Tassels on Garments	
NUM 16:1	Korah, Dathan and Abiram	
NUM 17:1	The Budding of Aaron's Staff	
NUM 18:1	Duties of Priests and Levites	
NUM 18:8	Offerings for Priests and Levites	
NUM 19:1	The Water of Cleansing	
NUM 20:1	Water From the Rock	
NUM 20:14	Edom Denies Israel Passage	
NUM 20:22	The Death of Aaron	
NUM 21:1	Arad Destroyed	
NUM 21:4	The Bronze Snake	
NUM 21:10	The Journey to Moab	
NUM 21:21	Defeat of Sihon and Og	
NUM 22:1	Balak Summons Balaam	
NUM 22:21	Balaam's Donkey	
NUM 23:1	Balaam's First Oracle	
NUM 23:13	Balaam's Second Oracle	
NUM 23:27	Balaam's Third Oracle	
NUM 24:15	Balaam's Fourth Oracle	
NUM 24:20	Balaam's Final Oracles	
NUM 25:1	Moab Seduces Israel	
NUM 26:1	The Second Census	
NUM 27:1	Zelophehad's Daughters	
NUM 27:12	Joshua to Succeed Moses	
NUM 28:1	Daily Offerings	
NUM 28:9	Sabbath Offerings	
NUM 28:11	Monthly Offerings	
NUM 28:16	The Passover	
NUM 28:26	Feast of Weeks	
NUM 29:1	Feast of Trumpets	
NUM 29:7	Day of Atonement	
NUM 29:12	Feast of Tabernacles	
NUM 30:1	Vows	
NUM 31:1	Vengeance on the Midianites	
NUM 31:25	Dividing the Spoils	
NUM 32:1	The Transjordan Tribes	
NUM 33:1	Stages in Israel's Journey	
NUM 34:1	Boundaries of Canaan	
NUM 35:1	Towns for the Levites	
NUM 35:6	Cities of Refuge	
NUM 36:1	Inheritance of Zelophehad's Daughters	
DEUT 1:1	The Command to Leave Horeb	
DEUT 1:9	The Appointment of Leaders	
DEUT 1:19	Spies Sent Out	
DEUT 1:26	Rebellion Against the LORD	
DEUT 2:1	Wanderings in the Desert	
DEUT 2:24	Defeat of Sihon King of Heshbon	
DEUT 3:1	Defeat of Og King of Bashan	
DEUT 3:12	Division of the Land	
DEUT 3:21	Moses Forbidden to Cross the Jordan	
DEUT 4:1	Obedience Commanded	
DEUT 4:15	Idolatry Forbidden	
DEUT 4:32	The Lord Is God	
DEUT 4:41	Cities of Refuge	
DEUT 4:44	Introduction to the Law	
DEUT 5:1	The Ten Commandments	
DEUT 6:1	Love the LORD Your God	
DEUT 7:1	Driving Out the Nations	
DEUT 8:1	Do Not Forget the LORD	
DEUT 9:1	Not Because of Israel's Righteousness	
DEUT 9:7	The Golden Calf	
DEUT 10:1	Tablets Like the First Ones	
DEUT 10:12	Fear the LORD	
DEUT 11:1	Love and Obey the LORD	
DEUT 12:1	The One Place of Worship	
DEUT 13:1	Worshiping Other Gods	
DEUT 14:1	Clean and Unclean Food	
DEUT 14:22	Tithes	
DEUT 15:1	The Year for Canceling Debts	
DEUT 15:12	Freeing Servants	
DEUT 15:19	The Firstborn Animals	
DEUT 16:1	Passover	
DEUT 16:9	Feast of Weeks	
DEUT 16:13	Feast of Tabernacles	
DEUT 16:18	Judges	
DEUT 16:21	Worshiping Other Gods	
DEUT 17:8	Law Courts	
DEUT 17:14	The King	
DEUT 18:1	Offerings for Priests and Levites	
DEUT 18:9	Detestable Practices	
DEUT 18:14	The Prophet	
DEUT 19:1	Cities of Refuge	
DEUT 19:15	Witnesses	
DEUT 20:1	Going to War	
DEUT 21:1	Atonement for an Unsolved Murder	
DEUT 21:10	Marrying a Captive Woman	
DEUT 21:15	The Right of the Firstborn	
DEUT 21:18	A Rebellious Son	
DEUT 21:22	Various Laws	
DEUT 22:13	Marriage Violations	
DEUT 23:1	Exclusion From the Assembly	
DEUT 23:9	Uncleanness in the Camp	
DEUT 23:15	Miscellaneous Laws	
DEUT 26:1	Firstfruits and Tithes	
DEUT 26:16	Follow the LORD's Commands	
DEUT 27:1	The Altar on Mount Ebal	
DEUT 27:9	Curses From Mount Ebal	
DEUT 28:1	Blessings for Obedience	
DEUT 28:15	Curses for Disobedience	
DEUT 29:1	Renewal of the Covenant	
DEUT 30:1	Prosperity After Turning to the LORD	
DEUT 31:1	Joshua to Succeed Moses	
DEUT 31:9	The Reading of the Law	
DEUT 31:14	Israel's Rebellion Predicted	
DEUT 31:30	The Song of Moses	
DEUT 32:48	Moses to Die on Mount Nebo	
DEUT 33:1	Moses Blesses the Tribes	
DEUT 34:1	The Death of Moses	
JOSH 1:1	The LORD Commands Joshua	
JOSH 2:1	Rahab and the Spies	
JOSH 3:1	Crossing the Jordan	
JOSH 5:1	Circumcision at Gilgal	
JOSH 5:13	The Fall of Jericho	
JOSH 7:1	Achan's Sin	
JOSH 8:1	Ai Destroyed	
JOSH 8:30	The Covenant Renewed at Mount Ebal	
JOSH 9:1	The Gibeonite Deception	
JOSH 10:1	The Sun Stands Still	
JOSH 10:16	Five Amorite Kings Killed	
JOSH 10:29	Southern Cities Conquered	
JOSH 11:1	Northern Kings Defeated	
JOSH 12:1	List of Defeated Kings	
JOSH 13:1	Land Still to Be Taken	
JOSH 13:7	Division of the Land East of the Jordan	
JOSH 14:1	Division of the Land West of the Jordan	
JOSH 14:6	Hebron Given to Caleb	
JOSH 15:1	Allotment for Judah	
JOSH 16:1	Allotment for Ephraim and Manasseh	
JOSH 18:1	Division of the Rest of the Land	
JOSH 18:11	Allotment for Benjamin	
JOSH 19:1	Allotment for Simeon	
JOSH 19:10	Allotment for Zebulun	
JOSH 19:17	Allotment for Issachar	
JOSH 19:24	Allotment for Asher	
JOSH 19:32	Allotment for Naphtali	
JOSH 19:40	Allotment for Dan	
JOSH 19:49	Allotment for Joshua	
JOSH 20:1	Cities of Refuge	
JOSH 21:1	Towns for the Levites	
JOSH 22:1	Eastern Tribes Return Home	
JOSH 23:1	Joshua's Farewell to the Leaders	
JOSH 24:1	The Covenant Renewed at Shechem	
JOSH 24:28	Buried in the Promised Land	
JUDG 1:1	Israel Fights the Remaining Canaanites	
JUDG 2:1	The Angel of the LORD at Bokim	
JUDG 2:6	Disobedience and Defeat	
JUDG 3:7	Othniel	
JUDG 3:12	Ehud	
JUDG 3:31	Shamgar	
JUDG 4:1	Deborah	
JUDG 5:1	The Song of Deborah	
JUDG 6:1	Gideon	
JUDG 7:1	Gideon Defeats the Midianites	
JUDG 8:1	Zebah and Zalmunna	
JUDG 8:22	Gideon's Ephod	
JUDG 8:28	Gideon's Death	
JUDG 9:1	Abimelech	
JUDG 10:1	Tola	
JUDG 10:3	Jair	
JUDG 10:6	Jephthah	
JUDG 12:1	Jephthah and Ephraim	
JUDG 12:8	Ibzan, Elon and Abdon	
JUDG 13:1	The Birth of Samson	
JUDG 14:1	Samson's Marriage	
JUDG 15:1	Samson's Vengeance on the Philistines	
JUDG 16:1	Samson and Delilah	
JUDG 16:23	The Death of Samson	
JUDG 17:1	Micah's Idols	
JUDG 18:1	Danites Settle in Laish	
JUDG 19:1	A Levite and His Concubine	
JUDG 20:1	Israelites Fight the Benjamites	
JUDG 21:1	Wives for the Benjamites	
RUTH 1:1	Naomi and Ruth	
RUTH 2:1	Ruth Meets Boaz	
RUTH 3:1	Ruth and Boaz at the Threshing Floor	
RUTH 4:1	Boaz Marries Ruth	
RUTH 4:13	The Genealogy of David	
1SAM 1:1	The Birth of Samuel	
1SAM 1:21	Hannah Dedicates Samuel	
1SAM 2:1	Hannah's Prayer	
1SAM 2:12	Eli's Wicked Sons	
1SAM 2:27	Prophecy Against the House of Eli	
1SAM 3:1	The LORD Calls Samuel	
#1SAM 4:2	The Philistines Capture the Ark	
1SAM 4:12	Death of Eli	
1SAM 5:1	The Ark in Ashdod and Ekron	
1SAM 6:1	The Ark Returned to Israel	
#1SAM 7:2	Samuel Subdues the Philistines at Mizpah	
1SAM 8:1	Israel Asks for a King	
1SAM 9:1	Samuel Anoints Saul	
1SAM 10:9	Saul Made King	
1SAM 11:1	Saul Rescues the City of Jabesh	
1SAM 11:12	Saul Confirmed as King	
1SAM 12:1	Samuel's Farewell Speech	
1SAM 13:1	Samuel Rebukes Saul	
1SAM 13:16	Israel Without Weapons	
1SAM 13:23	Jonathan Attacks the Philistines	
1SAM 14:15	Israel Routs the Philistines	
1SAM 14:24	Jonathan Eats Honey	
1SAM 14:49	Saul's Family	
1SAM 15:1	The LORD Rejects Saul as King	
1SAM 16:1	Samuel Anoints David	
1SAM 16:14	David in Saul's Service	
1SAM 17:1	David and Goliath	
1SAM 18:1	Saul's Jealousy of David	
1SAM 19:1	Saul Tries to Kill David	
1SAM 20:1	David and Jonathan	
1SAM 21:1	David at Nob	
1SAM 21:10	David at Gath	
1SAM 22:1	David at Adullam and Mizpah	
1SAM 22:6	Saul Kills the Priests of Nob	
1SAM 23:1	David Saves Keilah	
1SAM 23:7	Saul Pursues David	
1SAM 24:1	David Spares Saul's Life	
1SAM 25:1	David, Nabal and Abigail	
1SAM 26:1	David Again Spares Saul's Life	
1SAM 27:1	David Among the Philistines	
1SAM 28:1	Saul and the Witch of Endor	
1SAM 29:1	Achish Sends David Back to Ziklag	
1SAM 30:1	David Destroys the Amalekites	
1SAM 31:1	Saul Takes His Life	
2SAM 1:1	David Hears of Saul's Death	
2SAM 1:17	David's Lament for Saul and Jonathan	
2SAM 2:1	David Anointed King Over Judah	
2SAM 2:8	War Between the Houses of David and Saul	
2SAM 3:6	Abner Goes Over to David	
2SAM 3:22	Joab Murders Abner	
2SAM 4:1	Ish	
2SAM 5:1	David Becomes King Over Israel	
2SAM 5:6	David Conquers Jerusalem	
2SAM 5:17	David Defeats the Philistines	
2SAM 6:1	The Ark Brought to Jerusalem	
2SAM 7:1	God's Promise to David	
2SAM 7:18	David's Prayer	
2SAM 8:1	David's Victories	
2SAM 8:15	David's Officials	
2SAM 9:1	David and Mephibosheth	
2SAM 10:1	David Defeats the Ammonites	
2SAM 11:1	David and Bathsheba	
2SAM 12:1	Nathan Rebukes David	
2SAM 13:1	Amnon and Tamar	
2SAM 13:23	Absalom Kills Amnon	
2SAM 14:1	Absalom Returns to Jerusalem	
2SAM 15:1	Absalom's Conspiracy	
2SAM 15:13	David Flees	
2SAM 16:1	David and Ziba	
2SAM 16:5	Shimei Curses David	
2SAM 16:15	The Advice of Hushai and Ahithophel	
2SAM 18:1	Absalom's Death	
2SAM 18:19	David Mourns	
2SAM 19:9	David Returns to Jerusalem	
2SAM 20:1	Sheba Rebels Against David	
2SAM 21:1	The Gibeonites Avenged	
2SAM 21:15	Wars Against the Philistines	
2SAM 22:1	David's Song of Praise	
2SAM 23:1	The Last Words of David	
2SAM 23:8	David's Mighty Men	
2SAM 24:1	David Counts the Fighting Men	
2SAM 24:18	David Builds an Altar	
1KGS 1:1	Adonijah Sets Himself Up as King	
1KGS 1:28	David Makes Solomon King	
1KGS 2:1	David's Charge to Solomon	
1KGS 2:13	Solomon's Throne Established	
1KGS 3:1	Solomon Asks for Wisdom	
1KGS 3:16	A Wise Ruling	
1KGS 4:1	Solomon's Officials and Governors	
1KGS 4:20	Solomon's Daily Provisions	
1KGS 4:29	Solomon's Wisdom	
1KGS 5:1	Preparations for Building the Temple	
1KGS 6:1	Solomon Builds the Temple	
1KGS 7:1	Solomon Builds His Palace	
1KGS 7:13	The Temple's Furnishings	
1KGS 8:1	The Ark Brought to the Temple	
1KGS 8:22	Solomon's Prayer of Dedication	
1KGS 8:62	The Dedication of the Temple	
1KGS 9:1	The LORD Appears to Solomon	
1KGS 9:10	Solomon's Other Activities	
1KGS 10:1	The Queen of Sheba Visits Solomon	
1KGS 10:14	Solomon's Splendor	
1KGS 11:1	Solomon's Wives	
1KGS 11:14	Solomon's Adversaries	
1KGS 11:26	Jeroboam Rebels Against Solomon	
1KGS 11:41	Solomon's Death	
1KGS 12:1	Israel Rebels Against Rehoboam	
1KGS 12:25	Golden Calves at Bethel and Dan	
1KGS 13:1	The Man of God From Judah	
1KGS 14:1	Ahijah's Prophecy Against Jeroboam	
1KGS 14:21	Rehoboam King of Judah	
1KGS 15:1	Abijah King of Judah	
1KGS 15:9	Asa King of Judah	
1KGS 15:25	Nadab King of Israel	
1KGS 15:33	Baasha King of Israel	
1KGS 16:8	Elah King of Israel	
1KGS 16:15	Zimri King of Israel	
1KGS 16:21	Omri King of Israel	
1KGS 16:29	Ahab Becomes King of Israel	
1KGS 17:1	Elijah Fed by Ravens	
1KGS 17:7	The Widow at Zarephath	
1KGS 18:1	Elijah and Obadiah	
1KGS 18:16	Elijah on Mount Carmel	
1KGS 19:1	Elijah Flees to Horeb	
1KGS 19:10	The LORD Appears to Elijah	
1KGS 19:19	The Call of Elisha	
1KGS 20:1	Ben	
1KGS 20:13	Ahab Defeats Ben	
1KGS 20:35	A Prophet Condemns Ahab	
1KGS 21:1	Naboth's Vineyard	
1KGS 22:1	Micaiah Prophesies Against Ahab	
1KGS 22:29	Ahab Killed at Ramoth Gilead	
1KGS 22:41	Jehoshaphat King of Judah	
1KGS 22:51	Ahaziah King of Israel	
2KGS 1:1	The Lord's Judgment on Ahaziah	
2KGS 2:1	Elijah Taken Up to Heaven	
2KGS 2:19	Healing of the Water	
2KGS 2:23	Elisha Is Jeered	
2KGS 3:1	Moab Revolts	
2KGS 4:1	The Widow's Oil	
2KGS 4:8	The Shunammite's Son Restored to Life	
2KGS 4:38	Death in the Pot	
2KGS 4:42	Feeding of a Hundred	
2KGS 5:1	Naaman Healed of Leprosy	
2KGS 6:1	An Axhead Floats	
2KGS 6:8	Elisha Traps Blinded Arameans	
2KGS 6:24	Famine in Besieged Samaria	
2KGS 7:3	The Siege Lifted	
2KGS 8:1	The Shunammite's Land Restored	
2KGS 8:7	Hazael Murders Ben	
2KGS 8:16	Jehoram King of Judah	
2KGS 8:25	Ahaziah King of Judah	
2KGS 9:1	Jehu Anointed King of Israel	
2KGS 9:14	Jehu Kills Joram and Ahaziah	
2KGS 9:30	Jezebel Killed	
2KGS 10:1	Ahab's Family Killed	
2KGS 10:18	Ministers of Baal Killed	
2KGS 11:1	Athaliah and Joash	
2KGS 12:1	Joash Repairs the Temple	
2KGS 13:1	Jehoahaz King of Israel	
2KGS 13:10	Jehoash King of Israel	
2KGS 14:1	Amaziah King of Judah	
2KGS 14:23	Jeroboam II King of Israel	
2KGS 15:1	Azariah King of Judah	
2KGS 15:8	Zechariah King of Israel	
2KGS 15:13	Shallum King of Israel	
2KGS 15:17	Menahem King of Israel	
2KGS 15:23	Pekahiah King of Israel	
2KGS 15:27	Pekah King of Israel	
2KGS 15:32	Jotham King of Judah	
2KGS 16:1	Ahaz King of Judah	
2KGS 17:1	Hoshea Last King of Israel	
2KGS 17:7	Israel Exiled Because of Sin	
2KGS 17:24	Samaria Resettled	
2KGS 18:1	Hezekiah King of Judah	
2KGS 18:17	Sennacherib Threatens Jerusalem	
2KGS 19:1	Jerusalem's Deliverance Foretold	
2KGS 19:14	Hezekiah's Prayer	
2KGS 19:20	Isaiah Prophesies Sennacherib's Fall	
2KGS 20:1	Hezekiah's Illness	
2KGS 20:12	Envoys From Babylon	
2KGS 21:1	Manasseh King of Judah	
2KGS 21:19	Amon King of Judah	
2KGS 22:1	The Book of the Law Found	
2KGS 23:1	Josiah Renews the Covenant	
2KGS 23:31	Jehoahaz King of Judah	
2KGS 23:36	Jehoiakim King of Judah	
2KGS 24:8	Jehoiachin King of Judah	
2KGS 24:18	Zedekiah King of Judah	
2KGS 24:20	The Fall of Jerusalem	
2KGS 25:27	Jehoiachin Released	
1CHRON 1:1	Historical Records From Adam to Abraham To Noah's Sons	
1CHRON 1:28	The Family of Abraham	
1CHRON 1:35	Esau's Sons	
1CHRON 2:1	Israel's Sons	
1CHRON 2:3	Judah To Hezron's Sons	
1CHRON 3:1	The Sons of David	
1CHRON 4:1	Other Clans of Judah	
1CHRON 4:24	Simeon	
1CHRON 5:1	Reuben	
1CHRON 5:11	Gad	
1CHRON 5:23	The Half	
1CHRON 6:1	Levi	
1CHRON 7:1	Issachar	
1CHRON 7:6	Benjamin	
1CHRON 7:13	Naphtali	
1CHRON 7:14	Manasseh	
1CHRON 7:20	Ephraim	
1CHRON 7:30	Asher	
1CHRON 8:1	The Genealogy of Saul the Benjamite	
#1CHRON 9:2	The People in Jerusalem	
1CHRON 9:35	The Genealogy of Saul	
1CHRON 10:1	Saul Takes His Life	
1CHRON 11:1	David Becomes King Over Israel	
1CHRON 11:4	David Conquers Jerusalem	
1CHRON 11:10	David's Mighty Men	
1CHRON 12:1	Warriors Join David	
1CHRON 12:23	Others Join David at Hebron	
1CHRON 13:1	Bringing Back the Ark	
1CHRON 14:1	David's House and Family	
1CHRON 14:8	David Defeats the Philistines	
1CHRON 15:1	The Ark Brought to Jerusalem	
1CHRON 16:7	David's Psalm of Thanks	
1CHRON 17:1	God's Promise to David	
1CHRON 17:16	David's Prayer	
1CHRON 18:1	David's Victories	
1CHRON 18:14	David's Officials	
1CHRON 19:1	The Battle Against the Ammonites	
1CHRON 20:1	The Capture of Rabbah	
1CHRON 20:4	War With the Philistines	
1CHRON 21:1	David Numbers the Fighting Men	
#1CHRON 22:2	Preparations for the Temple	
1CHRON 23:1	The Levites	
1CHRON 23:7	Gershonites	
1CHRON 23:12	Kohathites	
1CHRON 23:21	Merarites	
1CHRON 24:1	The Divisions of Priests	
1CHRON 24:20	The Rest of the Levites	
1CHRON 25:1	The Singers	
1CHRON 26:1	The Gatekeepers	
1CHRON 26:20	The Treasurers and Other Officials	
1CHRON 27:1	Army Divisions	
1CHRON 27:16	Officers of the Tribes	
1CHRON 27:25	The King's Overseers	
1CHRON 28:1	David's Plans for the Temple	
1CHRON 29:1	Gifts for Building the Temple	
1CHRON 29:10	David's Prayer	
1CHRON 29:21	Solomon Acknowledged as King	
1CHRON 29:26	The Death of David	
2CHRON 1:1	Solomon Asks for Wisdom	
2CHRON 2:1	Preparations for Building the Temple	
2CHRON 3:1	Solomon Builds the Temple	
2CHRON 4:1	The Temple's Furnishings	
#2CHRON 5:2	The Ark Brought to the Temple	
2CHRON 6:12	Solomon's Prayer of Dedication	
2CHRON 7:1	The Dedication of the Temple	
2CHRON 7:11	The LORD Appears to Solomon	
2CHRON 8:1	Solomon's Other Activities	
2CHRON 9:1	The Queen of Sheba Visits Solomon	
2CHRON 9:13	Solomon's Splendor	
2CHRON 9:29	Solomon's Death	
2CHRON 10:1	Israel Rebels Against Rehoboam	
2CHRON 11:5	Rehoboam Fortifies Judah	
2CHRON 11:18	Rehoboam's Family	
2CHRON 12:1	Shishak Attacks Jerusalem	
2CHRON 13:1	Abijah King of Judah	
#2CHRON 14:2	Asa King of Judah	
2CHRON 15:1	Asa's Reform	
2CHRON 16:1	Asa's Last Years	
2CHRON 17:1	Jehoshaphat King of Judah	
2CHRON 18:1	Micaiah Prophesies Against Ahab	
2CHRON 18:28	Ahab Killed at Ramoth Gilead	
2CHRON 19:4	Jehoshaphat Appoints Judges	
2CHRON 20:1	Jehoshaphat Defeats Moab and Ammon	
2CHRON 20:31	The End of Jehoshaphat's Reign	
2CHRON 21:4	Jehoram King of Judah	
